fips_num	id	geography	NACo Member	GovType	LgMdSm	Road Ownership - Total Public Road Miles	Road Ownership - State Highway Agency Road Miles	Road Ownership - County Highway Agency Road Miles	Road Ownership - Other State Agency Road Miles	Road Ownership - Other Local Agency Road Miles	Road Ownership - Privately Owned Road Miles	Road Ownership - Town or Township Highway Agency Road Miles	Road Ownership - City or Municipal Highway Agency Road Miles	Road Ownership - Other Public Instrumentality Road Miles	Road Ownership - Indian Tribe/Nation Road Miles	Road Ownership - Federal Agency Road Miles	Road Ownership - County Land Square Miles	Road Ownership - Total Road Miles per Square Mile	Road Ownership - Total County Road Miles per Square Mile	Road Ownership - Unknown Road Miles	Road Ownership - Share State Highway Agency	Road Ownership - Share County Highway Agency	Road Ownership - Share Other State Agencies	Road Ownership - Share Other Local Agencies	Road Ownership - Share Private	Road Ownership - Share Town or Township Highway Agency	Road Ownership - Share City or Municipal Highway Agency	Road Ownership - Share Other Public Instrumentality	Road Ownership - Share Indian Tribe/Nation	Road Ownership - Share Federal Agency	Road Ownership - Share Unknown	Bridges - All Bridges - Total Bridges	Bridges - All Bridges - City/Town Owned	Bridges - All Bridges - County Owned	Bridges - All Bridges - Federal Owned	Bridges - All Bridges - Privately Owned	Bridges - All Bridges - State Owned	Bridges - Structurally Deficient Bridges - Total Bridges	Bridges - Structurally Deficient Bridges - City/Town Owned	Bridges - Structurally Deficient Bridges - County Owned	Bridges - Structurally Deficient Bridges - Federal Owned	Bridges - Structurally Deficient Bridges - Privately Owned	Bridges - Structurally Deficient Bridges - State Owned	Bridges - Functionally Obsolete Bridges - Total Bridges	Bridges - Functionally Obsolete Bridges - City/Town Owned	Bridges - Functionally Obsolete Bridges - County Owned	Bridges - Functionally Obsolete Bridges - Federal Owned	Bridges - Functionally Obsolete Bridges - Privately Owned	Bridges - Functionally Obsolete Bridges- State Owned	Health & Hospitals Expenditures - Total County	Health & Hospitals Expenditures - Total Health & Hospitals	Health & Hospitals Expenditures - Health	Health & Hospitals Expenditures - Hospitals	Health & Hospitals Expenditures - Current Operations	Health & Hospitals Expenditures - Construction	Health & Hospitals Expenditures - Other Capital Outlay	Health & Hospitals Expenditures - Intergovernmental to State	Health & Hospitals Expenditures - Intergovernmental to Local	Government Structure - Total Elected Officials	Government Structure - Size of Board	Government Structure - Elected Executive	Government Structure - Number of Row Officers	Government Structure - County Administrator	Intergovernmental Revenue - Total County	Intergovernmental Revenue - Total Intergovernmental	Intergovernmental Revenue - From Federal Government	Intergovernmental Revenue - From Local Government	Intergovernmental Revenue - From State Government	County Profile - Census Region	American Dream Downpayment Initiative (ADDI) - ADDI Amount	American Dream Downpayment Initiative (ADDI) - ADDI Annual Growth Rate (from previous year)	Community Development Block Grants (CDBG) - CDBG Amount	Community Development Block Grants (CDBG) - CDBG Annual Growth Rate (from previous year)	Emergency Shelter Grants (ESG) - ESG Amount	Emergency Shelter Grants (ESG) - ESG Annual Growth Rate (from previous year)	HOME Investment Partnership Program - HOME Amount	HOME Investment Partnership Program - HOME Annual Growth Rate	Housing & Urban Development Grants - Total HUD Amount	Housing & Urban Development Grants - HUD Annual Growth Rate (from previous year)	Housing Opportunities for Persons with AIDS (HOPWA) - HOPWA Amount	Housing Opportunities for Persons with AIDS (HOPWA) - HOPWA Annual Growth Rate (from previous year)	Payment in Lieu of Taxes (PILT) - PILT Profiles	Payment in Lieu of Taxes (PILT) - PILT Amount	Payment in Lieu of Taxes (PILT) - PILT Annual Growth Rate (from previous year)	Payment in Lieu of Taxes (PILT) - Total Federal Land Area	Payment in Lieu of Taxes (PILT) - Total County Area	Payment in Lieu of Taxes (PILT) - Percent of Federal Land	Payment in Lieu of Taxes (PILT) - PILT per Acre	Secure Rural Schools (SRS) - SRS Amount	State Criminal Alien Assistance Program (SCAAP) - SCAAP Amount	State Criminal Alien Assistance Program (SCAAP) - SCAAP Annual Growth Rate (from previous year)	USDA Rural Development - USDA Grant Amount	USDA Rural Development - USDA Loan Amount	USDA Rural Development - USDA Total Amount	USDA Rural Development - USDA Grant Annual Growth Rate (from previous year)	USDA Rural Development - USDA Loan Annual Growth Rate (from previous year)	USDA Rural Development - USDA Total Annual Growth Rate (from previous year)	Count Profile - Year Founded	County Profile - County Square Mileage	County Profile - Fiscal Year End Date	Population Levels and Trends - Population Level	Population Levels and Trends - Population Annual Growth Rate (from previous year)	Population Change Components - Population Level	Population Change Components - Change in Population (from previous year)	Population Change Components - Births	Population Change Components - Deaths	Population Change Components - Natural Population Increase	Population Change Components - International Migration	Population Change Components - Domestic Migration	Population Change Components - Net Migration	Population Change Components - Birth Rate	Population Change Components - Death Rate	Population Change Components - Natural Population Increase Rate	Population Change Components - International Migration Rate	Population Change Components - Domestic Migration Rate	Population Change Components - Net Migration Rate	Population Density - Population Level	Population Density - Population Density	Population Density - Population Density Growth Rate (from previous year)	Population Density - Total Land Area	Population by Age/Gender - Total Population Level	Population by Age/Gender - Male Population	Population by Age/Gender - Percent Male	Population by Age/Gender - Female Population	Population by Age/Gender - Percent Female	Population by Age/Gender - Under 5 years old Population	Population by Age/Gender - Percent Under 5 years old	Population by Age/Gender - 5-24 years old Population	Population by Age/Gender - Percent 5-24 years old	Population by Age/Gender - 25-64 years old Population	Population by Age/Gender - Percent 25-64 years old	Population by Age/Gender - 65 years and older Population	Population by Age/Gender - Percent 65 years and older	Population by Ethnicity - Total Population	Population by Ethnicity - White Population	Population by Ethnicity - Black or African American Population	Population by Ethnicity - American Indian and Alaska Native Population	Population by Ethnicity - Asian Population	Population by Ethnicity - Native Hawaiian and Other Pacific Islander Population	Population by Ethnicity - Two or More Races Population	Population by Ethnicity - Hispanic or Latino Origin Population	Land & Water Area - Body of Water	Local Health Departments - County Supported Local Health Departments (LHDs)	Local Health Departments - County Supported LHDs	Ozone Concentration - 2011-2013 Level
1001	1001	"Autauga County, AL"	yes	county	1	880.063	100.457	434.681	0	0	0	0.72	344.205	0	0	0	594.436	1.480500844	0.731249453	0	0.1141475	0.493920322	0	0	0	0.0008181	0.391114	0	0	0	0	114	2	69	1	0	42	4	0	3	1	0	0	15	0	3	0	0	12	14862	263	263	0	253	0	10	0	0	11	5	0	6	1	16235	7345	0	0	7345	S	.	.	.	.	.	.	.	.	.	.	.	.	4635	4635	0.070438799	2.809375	604.388	0.004648297	1649.833148	.	.	.	0	1512572	1512572	0	-0.76350672	-0.76350672	1818	594.44	30-Sep	55246	-0.0003	55246	-19	601	469	132	40	-173	-133	10.88	8.49	2.39	0.72	-3.13	-2.41	55246	92.93851651	-0.000343916	594.436	55514	27053	0.4873	28461	0.5127	3609	0.065	15760	0.2839	28901	0.5206	7244	0.1305	55514	42389	10116	239	555	24	766	1425	0	County LHD	Autauga County Health Department	.
1003	1003	"Baldwin County, AL"	yes	county	1	3231.456	355.863	1800.62	20.89	0	0	0	1054.083	0	0	0	1589.784	2.032638396	1.132619274	0	0.1101247	0.557216314	0.0064646	0	0	0	0.3261945	0	0	0	0	325	36	144	0	1	144	17	2	13	0	0	2	45	5	12	0	0	28	100097	167	167	0	167	0	0	0	0	10	4	0	6	1	112384	15560	4371	113	11076	S	.	.	.	.	.	.	.	.	.	.	.	.	33905	33905	0.071959278	20.5515625	2027.311	0.010137351	1649.752908	.	.	.	113725	7440222	7553947	2.077391422	-0.783554886	-0.780482483	1809	1589.78	30-Sep	195540	0.0249	195540	4865	2206	1850	356	288	4072	4360	11.42	9.58	1.84	1.49	21.09	22.58	195540	122.9978412	0.024879821	1589.784	190790	93035	0.4876	97755	0.5124	11214	0.0588	46567	0.2441	99182	0.5198	33827	0.1773	190790	158748	17977	1208	1520	79	2521	8737	Gulf of Mexico	County LHD	Baldwin County Health Department	65-69
1005	1005	"Barbour County, AL"	yes	county	0	1152.485	180.014	708.813	19	0	0	0	243.688	0	0	0.97	884.876	1.302425425	0.801030879	0	0.1561964	0.615030131	0.0164861	0	0	0	0.2114457	0	0	0.0008417	0	194	2	134	0	0	58	13	0	13	0	0	0	20	0	8	0	0	12	.	.	.	.	.	.	.	.	.	10	7	0	3	1	9209	2811	0	0	2811	S	.	.	.	.	.	.	.	.	.	.	.	.	42300	42300	0.070371214	25.640625	904.515	0.028347374	1649.725777	.	.	.	3010	242465	245475	-0.911421088	-0.903825711	-0.903926725	1832	884.88	30-Sep	27076	-0.0058	27076	-156	296	294	2	17	-200	-183	10.9	10.83	0.07	0.63	-7.37	-6.74	27076	30.59863755	-0.00576156	884.876	27201	14602	0.5368	12599	0.4632	1535	0.0564	6709	0.2466	14814	0.5446	4143	0.1523	27201	12634	12756	65	122	25	214	1385	0	County LHD	Barbour County Health Department	.
1007	1007	"Bibb County, AL"	yes	county	0	902.147	126.76	666.858	0	0	0	0	74.379	0	0	34.15	622.582	1.449041251	1.071116736	0	0.1405093	0.739189955	0	0	0	0	0.0824466	0	0	0.0378541	0	126	0	60	8	0	58	1	0	1	0	0	0	15	0	3	0	0	12	.	.	.	.	.	.	.	.	.	9	5	0	4	1	8110	4053	1093	0	2960	S	.	.	.	.	.	.	.	.	.	.	.	.	33414	33414	0.039542046	94.9765625	626.169	0.1516788	351.8131118	214477.84	.	.	0	192754	192754	0	-0.909228076	-0.909228076	1818	622.58	30-Sep	22512	-0.0067	22512	-150	250	224	26	5	-165	-160	11.07	9.92	1.15	0.22	-7.31	-7.08	22512	36.1590923	-0.006663113	622.582	22597	12195	0.5397	10402	0.4603	1219	0.0539	5708	0.2526	12538	0.5549	3132	0.1386	22597	16847	4994	76	29	8	181	462	0	County LHD	Bibb County Health Department	.
1009	1009	"Blount County, AL"	yes	county	1	1270.657	166.971	1030.616	1	0	0	0	72.07	0	0	0	644.776	1.970695249	1.59840937	0	0.1314053	0.811089067	0.000787	0	0	0	0.0567187	0	0	0	0	186	7	113	0	0	64	36	3	28	0	0	3	55	3	36	0	0	15	16617	246	246	0	246	0	0	0	0	7	5	0	2	1	14557	4460	436	0	4024	S	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	4021988	4021988	0	-0.674158215	-0.674158215	1818	644.78	30-Sep	57872	0.0011	57872	65	698	563	135	20	-71	-51	12.07	9.73	2.33	0.35	-1.23	-0.88	57872	89.75520181	0.001123168	644.776	57826	28603	0.4946	29223	0.5054	3568	0.0617	15056	0.2603	29986	0.5186	9216	0.1594	57826	50937	885	279	150	18	583	4974	0	County LHD	Blount County Health Department	.
1011	1011	"Bullock County, AL"	yes	county	0	722.847	128.201	471.629	0	0	0	0	70.17699	0	0	52.84	622.805	1.160631337	0.757265918	0	0.1773556	0.652460341	0	0	0	0	0.0970842	0	0	0.0730998	0	139	0	80	0	0	59	3	0	3	0	0	0	14	0	9	0	0	5	7229	244	244	0	244	0	0	0	0	7	5	0	2	1	7202	4249	0	0	4249	S	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	19892	291695	311587	-0.559911504	0.90963607	0.574077161	1866	622.81	30-Sep	10639	0.0032	10639	34	129	106	23	16	17	33	12.14	9.98	2.17	1.51	1.6	3.11	10639	17.08239337	0.003195789	622.805	10474	5701	0.5443	4773	0.4557	707	0.0675	2471	0.2359	5763	0.5502	1533	0.1464	10474	2368	7191	23	22	4	68	798	0	County LHD	Bullock County Health Department	.
1013	1013	"Butler County, AL"	yes	county	0	1104.897	153.821	756.93	0	0	0	0	194.146	0	0	0	776.829	1.422316881	0.974384324	0	0.1392175	0.685068382	0	0	0	0	0.1757141	0	0	0	0	187	1	103	0	0	83	7	0	6	0	0	1	19	1	2	0	0	16	7868	113	113	0	113	0	0	0	0	10	5	0	5	1	7447	2765	200	70	2495	S	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	79591	79591	0	-0.927418421	-0.927418421	1819	776.83	30-Sep	20265	-0.0059	20265	-119	244	250	-6	5	-108	-103	12.01	12.3	-0.3	0.25	-5.31	-5.07	20265	26.0868222	-0.005872193	776.829	20307	9498	0.4677	10809	0.5323	1248	0.0615	5045	0.2484	10472	0.5157	3542	0.1744	20307	10901	8775	66	187	7	128	243	0	County LHD	Butler County Health Department	.
1015	1015	"Calhoun County, AL"	yes	county	1	2295.189	158.346	896.669	0	0	0	0	982.864	0	0	257.31	605.868	3.788265761	1.479974186	0	0.0689904	0.390673274	0	0	0	0	0.4282279	0	0	0.1121084	0	377	69	154	11	0	142	35	11	16	1	0	7	87	18	38	3	0	27	44863	223	223	0	223	0	0	0	0	9	5	0	4	1	48702	23995	2116	0	21879	S	.	.	.	.	.	.	.	.	.	.	.	.	31335	31335	-0.12125971	33.63125	612.287	0.054927265	931.7227281	48293.05	.	.	0	1637363	1637363	-1	-0.825286764	-0.825426472	1832	605.87	30-Sep	116736	-0.0044	116736	-517	1353	1379	-26	29	-468	-439	11.56	11.79	-0.22	0.25	-4	-3.75	116736	192.6756323	-0.004428796	605.868	117296	56483	0.4815	60813	0.5185	7143	0.0609	31854	0.2716	60517	0.5159	17782	0.1516	117296	85815	24269	464	894	90	1696	4068	0	County LHD	Calhoun County Health Department	.
1017	1017	"Chambers County, AL"	yes	county	0	643.32	0	582.11	0	0	0	0	61.21	0	0	0	596.531	1.078435153	0.97582523	0	0	0.90485295	0	0	0	0	0.095147	0	0	0	0	182	7	142	0	0	30	21	1	16	0	0	1	32	3	21	0	0	5	10851	123	123	0	48	0	0	0	75	10	6	0	4	1	10904	2812	23	28	2761	S	.	.	.	.	.	.	.	.	.	.	.	.	16928	16928	0.070376225	10.2609375	603.113	0.017013292	1649.751789	.	.	.	7500	1076192	1083692	-0.744897959	-0.67939413	-0.679962863	1832	596.53	30-Sep	34162	0.0026	34162	88	391	471	-80	26	117	143	11.46	13.81	-2.34	0.76	3.43	4.19	34162	57.26776982	0.002575962	596.531	34064	16256	0.4772	17808	0.5228	1979	0.0581	8410	0.2469	17688	0.5193	5987	0.1758	34064	19636	13201	60	182	12	342	631	0	County LHD	Chambers County Health Department	.
1019	1019	"Cherokee County, AL"	yes	county	0	1014.202	122.001	788.15	0	0	0	0	104.051	0	0	0	553.7	1.831681416	1.423424237	0	0.1202926	0.777113435	0	0	0	0	0.102594	0	0	0	0	169	3	120	0	0	46	29	0	26	0	0	3	37	0	28	0	0	9	10145	73	73	0	73	0	0	0	0	7	5	0	2	1	9785	3295	0	0	3295	S	.	.	.	.	.	.	.	.	.	.	.	.	23791	23791	0.068538064	13.0296875	599.978	0.021716942	1825.907183	4957.03	.	.	0	837597	837597	-1	-0.690441573	-0.690917914	1832	553.7	30-Sep	26203	0.0056	26203	147	239	297	-58	14	167	181	9.15	11.37	-2.22	0.54	6.39	6.93	26203	47.32346036	0.005610045	553.7	26021	12923	0.4966	13098	0.5034	1259	0.0484	6094	0.2342	13639	0.5242	5029	0.1933	26021	23909	1205	122	58	2	355	370	0	County LHD	Cherokee County Health Department	.
