fips_num	id	fips_str	geography
12021	12021	12021	"Collier County, FL"
12023	12023	12023	"Columbia County, FL"
12027	12027	12027	"DeSoto County, FL"
12029	12029	12029	"Dixie County, FL"
12031	12031	12031	"Duval County/City of Jacksonville, FL"
12033	12033	12033	"Escambia County, FL"
12035	12035	12035	"Flagler County, FL"
12037	12037	12037	"Franklin County, FL"
12039	12039	12039	"Gadsden County, FL"
12041	12041	12041	"Gilchrist County, FL"
12043	12043	12043	"Glades County, FL"
12045	12045	12045	"Gulf County, FL"
12047	12047	12047	"Hamilton County, FL"
12049	12049	12049	"Hardee County, FL"
12051	12051	12051	"Hendry County, FL"
12053	12053	12053	"Hernando County, FL"
12055	12055	12055	"Highlands County, FL"
12057	12057	12057	"Hillsborough County, FL"
12059	12059	12059	"Holmes County, FL"
12061	12061	12061	"Indian River County, FL"
12063	12063	12063	"Jackson County, FL"
12065	12065	12065	"Jefferson County, FL"
12067	12067	12067	"Lafayette County, FL"
12069	12069	12069	"Lake County, FL"
12071	12071	12071	"Lee County, FL"
12073	12073	12073	"Leon County, FL"
12075	12075	12075	"Levy County, FL"
12077	12077	12077	"Liberty County, FL"
12079	12079	12079	"Madison County, FL"
12081	12081	12081	"Manatee County, FL"
12083	12083	12083	"Marion County, FL"
12085	12085	12085	"Martin County, FL"
12086	12086	12086	"Miami-Dade County, FL"
12087	12087	12087	"Monroe County, FL"
12089	12089	12089	"Nassau County, FL"
12091	12091	12091	"Okaloosa County, FL"
12093	12093	12093	"Okeechobee County, FL"
12095	12095	12095	"Orange County, FL"
12097	12097	12097	"Osceola County, FL"
12099	12099	12099	"Palm Beach County, FL"
12101	12101	12101	"Pasco County, FL"
12103	12103	12103	"Pinellas County, FL"
12105	12105	12105	"Polk County, FL"
12107	12107	12107	"Putnam County, FL"
12109	12109	12109	"St. Johns County, FL"
12111	12111	12111	"St. Lucie County, FL"
12113	12113	12113	"Santa Rosa County, FL"
12115	12115	12115	"Sarasota County, FL"
12117	12117	12117	"Seminole County, FL"
12119	12119	12119	"Sumter County, FL"
12121	12121	12121	"Suwannee County, FL"
12123	12123	12123	"Taylor County, FL"
12125	12125	12125	"Union County, FL"
12127	12127	12127	"Volusia County, FL"
12129	12129	12129	"Wakulla County, FL"
12131	12131	12131	"Walton County, FL"
12133	12133	12133	"Washington County, FL"
13001	13001	13001	"Appling County, GA"
13003	13003	13003	"Atkinson County, GA"
13005	13005	13005	"Bacon County, GA"
13007	13007	13007	"Baker County, GA"
13009	13009	13009	"Baldwin County, GA"
13011	13011	13011	"Banks County, GA"
13013	13013	13013	"Barrow County, GA"
13015	13015	13015	"Bartow County, GA"
13017	13017	13017	"Ben Hill County, GA"
13019	13019	13019	"Berrien County, GA"
13021	13021	13021	"Bibb County, GA"
13023	13023	13023	"Bleckley County, GA"
13025	13025	13025	"Brantley County, GA"
13027	13027	13027	"Brooks County, GA"
13029	13029	13029	"Bryan County, GA"
13031	13031	13031	"Bulloch County, GA"
13033	13033	13033	"Burke County, GA"
13035	13035	13035	"Butts County, GA"
13037	13037	13037	"Calhoun County, GA"
13039	13039	13039	"Camden County, GA"
13043	13043	13043	"Candler County, GA"
13045	13045	13045	"Carroll County, GA"
13047	13047	13047	"Catoosa County, GA"
13049	13049	13049	"Charlton County, GA"
13051	13051	13051	"Chatham County, GA"
13053	13053	13053	"The Unified Government of Cusseta-Chattahoochee County, GA"
13055	13055	13055	"Chattooga County, GA"
13057	13057	13057	"Cherokee County, GA"
13059	13059	13059	"Athens-Clarke County, GA"
13061	13061	13061	"Clay County, GA"
13063	13063	13063	"Clayton County, GA"
13065	13065	13065	"Clinch County, GA"
13067	13067	13067	"Cobb County, GA"
13069	13069	13069	"Coffee County, GA"
13071	13071	13071	"Colquitt County, GA"
13073	13073	13073	"Columbia County, GA"
13075	13075	13075	"Cook County, GA"
13077	13077	13077	"Coweta County, GA"
13079	13079	13079	"Crawford County, GA"
13081	13081	13081	"Crisp County, GA"
13083	13083	13083	"Dade County, GA"
13085	13085	13085	"Dawson County, GA"
13087	13087	13087	"Decatur County, GA"
13089	13089	13089	"DeKalb County, GA"
13091	13091	13091	"Dodge County, GA"
13093	13093	13093	"Dooly County, GA"
13095	13095	13095	"Dougherty County, GA"
13097	13097	13097	"Douglas County, GA"
13099	13099	13099	"Early County, GA"
13101	13101	13101	"Echols County, GA"
13103	13103	13103	"Effingham County, GA"
13105	13105	13105	"Elbert County, GA"
13107	13107	13107	"Emanuel County, GA"
13109	13109	13109	"Evans County, GA"
13111	13111	13111	"Fannin County, GA"
13113	13113	13113	"Fayette County, GA"
13115	13115	13115	"Floyd County, GA"
13117	13117	13117	"Forsyth County, GA"
13119	13119	13119	"Franklin County, GA"
13121	13121	13121	"Fulton County, GA"
13123	13123	13123	"Gilmer County, GA"
13125	13125	13125	"Glascock County, GA"
13127	13127	13127	"Glynn County, GA"
13129	13129	13129	"Gordon County, GA"
13131	13131	13131	"Grady County, GA"
13133	13133	13133	"Greene County, GA"
13135	13135	13135	"Gwinnett County, GA"
13137	13137	13137	"Habersham County, GA"
13139	13139	13139	"Hall County, GA"
13141	13141	13141	"Hancock County, GA"
13143	13143	13143	"Haralson County, GA"
13145	13145	13145	"Harris County, GA"
13147	13147	13147	"Hart County, GA"
13149	13149	13149	"Heard County, GA"
13151	13151	13151	"Henry County, GA"
13153	13153	13153	"Houston County, GA"
13155	13155	13155	"Irwin County, GA"
13157	13157	13157	"Jackson County, GA"
13159	13159	13159	"Jasper County, GA"
13161	13161	13161	"Jeff Davis County, GA"
13163	13163	13163	"Jefferson County, GA"
13165	13165	13165	"Jenkins County, GA"
13167	13167	13167	"Johnson County, GA"
13169	13169	13169	"Jones County, GA"
13171	13171	13171	"Lamar County, GA"
13173	13173	13173	"Lanier County, GA"
13175	13175	13175	"Laurens County, GA"
13177	13177	13177	"Lee County, GA"
13179	13179	13179	"Liberty County, GA"
13181	13181	13181	"Lincoln County, GA"
13183	13183	13183	"Long County, GA"
13185	13185	13185	"Lowndes County, GA"
13187	13187	13187	"Lumpkin County, GA"
13189	13189	13189	"McDuffie County, GA"
13191	13191	13191	"McIntosh County, GA"
13193	13193	13193	"Macon County, GA"
13195	13195	13195	"Madison County, GA"
13197	13197	13197	"Marion County, GA"
13199	13199	13199	"Meriwether County, GA"
13201	13201	13201	"Miller County, GA"
13205	13205	13205	"Mitchell County, GA"
13207	13207	13207	"Monroe County, GA"
13209	13209	13209	"Montgomery County, GA"
13211	13211	13211	"Morgan County, GA"
13213	13213	13213	"Murray County, GA"
13215	13215	13215	"Columbus-Muscogee County, GA"
13217	13217	13217	"Newton County, GA"
13219	13219	13219	"Oconee County, GA"
13221	13221	13221	"Oglethorpe County, GA"
13223	13223	13223	"Paulding County, GA"
13225	13225	13225	"Peach County, GA"
13227	13227	13227	"Pickens County, GA"
13229	13229	13229	"Pierce County, GA"
13231	13231	13231	"Pike County, GA"
13233	13233	13233	"Polk County, GA"
13235	13235	13235	"Pulaski County, GA"
13237	13237	13237	"Putnam County, GA"
13239	13239	13239	"Quitman County, GA"
13241	13241	13241	"Rabun County, GA"
13243	13243	13243	"Randolph County, GA"
13245	13245	13245	"Augusta-Richmond County, GA"
13247	13247	13247	"Rockdale County, GA"
13249	13249	13249	"Schley County, GA"
13251	13251	13251	"Screven County, GA"
13253	13253	13253	"Seminole County, GA"
13255	13255	13255	"Spalding County, GA"
13257	13257	13257	"Stephens County, GA"
13259	13259	13259	"Stewart County, GA"
13261	13261	13261	"Sumter County, GA"
13263	13263	13263	"Talbot County, GA"
13265	13265	13265	"Taliaferro County, GA"
13267	13267	13267	"Tattnall County, GA"
13269	13269	13269	"Taylor County, GA"
13271	13271	13271	"Telfair County, GA"
13273	13273	13273	"Terrell County, GA"
13275	13275	13275	"Thomas County, GA"
13277	13277	13277	"Tift County, GA"
13279	13279	13279	"Toombs County, GA"
13281	13281	13281	"Towns County, GA"
13283	13283	13283	"Treutlen County, GA"
13285	13285	13285	"Troup County, GA"
13287	13287	13287	"Turner County, GA"
13289	13289	13289	"Twiggs County, GA"
13291	13291	13291	"Union County, GA"
13293	13293	13293	"Upson County, GA"
13295	13295	13295	"Walker County, GA"
13297	13297	13297	"Walton County, GA"
13299	13299	13299	"Ware County, GA"
13301	13301	13301	"Warren County, GA"
13303	13303	13303	"Washington County, GA"
13305	13305	13305	"Wayne County, GA"
13307	13307	13307	"Webster County, GA"
13309	13309	13309	"Wheeler County, GA"
13311	13311	13311	"White County, GA"
13313	13313	13313	"Whitfield County, GA"
13315	13315	13315	"Wilcox County, GA"
13317	13317	13317	"Wilkes County, GA"
13319	13319	13319	"Wilkinson County, GA"
13321	13321	13321	"Worth County, GA"
15001	15001	15001	"Hawaii County, HI"
15003	15003	15003	"Honolulu City and County, HI"
15007	15007	15007	"Kauai County, HI"
15009	15009	15009	"Maui County, HI"
16001	16001	16001	"Ada County, ID"
16003	16003	16003	"Adams County, ID"
16005	16005	16005	"Bannock County, ID"
16007	16007	16007	"Bear Lake County, ID"
16009	16009	16009	"Benewah County, ID"
16011	16011	16011	"Bingham County, ID"
16013	16013	16013	"Blaine County, ID"
16015	16015	16015	"Boise County, ID"
16017	16017	16017	"Bonner County, ID"
16019	16019	16019	"Bonneville County, ID"
16021	16021	16021	"Boundary County, ID"
16023	16023	16023	"Butte County, ID"
16025	16025	16025	"Camas County, ID"
16027	16027	16027	"Canyon County, ID"
16029	16029	16029	"Caribou County, ID"
16031	16031	16031	"Cassia County, ID"
16033	16033	16033	"Clark County, ID"
16035	16035	16035	"Clearwater County, ID"
16037	16037	16037	"Custer County, ID"
16039	16039	16039	"Elmore County, ID"
16041	16041	16041	"Franklin County, ID"
16043	16043	16043	"Fremont County, ID"
16045	16045	16045	"Gem County, ID"
16047	16047	16047	"Gooding County, ID"
16049	16049	16049	"Idaho County, ID"
16051	16051	16051	"Jefferson County, ID"
16053	16053	16053	"Jerome County, ID"
16055	16055	16055	"Kootenai County, ID"
16057	16057	16057	"Latah County, ID"
16059	16059	16059	"Lemhi County, ID"
16061	16061	16061	"Lewis County, ID"
16063	16063	16063	"Lincoln County, ID"
16065	16065	16065	"Madison County, ID"
16067	16067	16067	"Minidoka County, ID"
16069	16069	16069	"Nez Perce County, ID"
16071	16071	16071	"Oneida County, ID"
16073	16073	16073	"Owyhee County, ID"
16075	16075	16075	"Payette County, ID"
16077	16077	16077	"Power County, ID"
16079	16079	16079	"Shoshone County, ID"
16081	16081	16081	"Teton County, ID"
16083	16083	16083	"Twin Falls County, ID"
16085	16085	16085	"Valley County, ID"
16087	16087	16087	"Washington County, ID"
17001	17001	17001	"Adams County, IL"
17003	17003	17003	"Alexander County, IL"
17005	17005	17005	"Bond County, IL"
17007	17007	17007	"Boone County, IL"
17009	17009	17009	"Brown County, IL"
17011	17011	17011	"Bureau County, IL"
17013	17013	17013	"Calhoun County, IL"
17015	17015	17015	"Carroll County, IL"
17017	17017	17017	"Cass County, IL"
17019	17019	17019	"Champaign County, IL"
17021	17021	17021	"Christian County, IL"
17023	17023	17023	"Clark County, IL"
17025	17025	17025	"Clay County, IL"
17027	17027	17027	"Clinton County, IL"
17029	17029	17029	"Coles County, IL"
17031	17031	17031	"Cook County, IL"
17033	17033	17033	"Crawford County, IL"
17035	17035	17035	"Cumberland County, IL"
17037	17037	17037	"DeKalb County, IL"
17039	17039	17039	"De Witt County, IL"
17041	17041	17041	"Douglas County, IL"
17043	17043	17043	"DuPage County, IL"
17045	17045	17045	"Edgar County, IL"
17047	17047	17047	"Edwards County, IL"
17049	17049	17049	"Effingham County, IL"
17051	17051	17051	"Fayette County, IL"
17053	17053	17053	"Ford County, IL"
17055	17055	17055	"Franklin County, IL"
17057	17057	17057	"Fulton County, IL"
17059	17059	17059	"Gallatin County, IL"
17061	17061	17061	"Greene County, IL"
17063	17063	17063	"Grundy County, IL"
17065	17065	17065	"Hamilton County, IL"
17067	17067	17067	"Hancock County, IL"
17069	17069	17069	"Hardin County, IL"
17071	17071	17071	"Henderson County, IL"
17073	17073	17073	"Henry County, IL"
17075	17075	17075	"Iroquois County, IL"
17077	17077	17077	"Jackson County, IL"
17079	17079	17079	"Jasper County, IL"
17081	17081	17081	"Jefferson County, IL"
17083	17083	17083	"Jersey County, IL"
17085	17085	17085	"Jo Daviess County, IL"
17087	17087	17087	"Johnson County, IL"
17089	17089	17089	"Kane County, IL"
17091	17091	17091	"Kankakee County, IL"
17093	17093	17093	"Kendall County, IL"
17095	17095	17095	"Knox County, IL"
17097	17097	17097	"Lake County, IL"
17099	17099	17099	"LaSalle County, IL"
17101	17101	17101	"Lawrence County, IL"
17103	17103	17103	"Lee County, IL"
17105	17105	17105	"Livingston County, IL"
17107	17107	17107	"Logan County, IL"
17109	17109	17109	"McDonough County, IL"
17111	17111	17111	"McHenry County, IL"
17113	17113	17113	"McLean County, IL"
17115	17115	17115	"Macon County, IL"
17117	17117	17117	"Macoupin County, IL"
17119	17119	17119	"Madison County, IL"
17121	17121	17121	"Marion County, IL"
17123	17123	17123	"Marshall County, IL"
17125	17125	17125	"Mason County, IL"
17127	17127	17127	"Massac County, IL"
17129	17129	17129	"Menard County, IL"
17131	17131	17131	"Mercer County, IL"
17133	17133	17133	"Monroe County, IL"
17135	17135	17135	"Montgomery County, IL"
17137	17137	17137	"Morgan County, IL"
17139	17139	17139	"Moultrie County, IL"
17141	17141	17141	"Ogle County, IL"
17143	17143	17143	"Peoria County, IL"
17145	17145	17145	"Perry County, IL"
17147	17147	17147	"Piatt County, IL"
17149	17149	17149	"Pike County, IL"
17151	17151	17151	"Pope County, IL"
17153	17153	17153	"Pulaski County, IL"
17155	17155	17155	"Putnam County, IL"
17157	17157	17157	"Randolph County, IL"
17159	17159	17159	"Richland County, IL"
17161	17161	17161	"Rock Island County, IL"
17163	17163	17163	"St. Clair County, IL"
17165	17165	17165	"Saline County, IL"
17167	17167	17167	"Sangamon County, IL"
17169	17169	17169	"Schuyler County, IL"
17171	17171	17171	"Scott County, IL"
17173	17173	17173	"Shelby County, IL"
17175	17175	17175	"Stark County, IL"
17177	17177	17177	"Stephenson County, IL"
17179	17179	17179	"Tazewell County, IL"
17181	17181	17181	"Union County, IL"
17183	17183	17183	"Vermilion County, IL"
17185	17185	17185	"Wabash County, IL"
17187	17187	17187	"Warren County, IL"
17189	17189	17189	"Washington County, IL"
17191	17191	17191	"Wayne County, IL"
17193	17193	17193	"White County, IL"
17195	17195	17195	"Whiteside County, IL"
17197	17197	17197	"Will County, IL"
17199	17199	17199	"Williamson County, IL"
17201	17201	17201	"Winnebago County, IL"
17203	17203	17203	"Woodford County, IL"
18001	18001	18001	"Adams County, IN"
18003	18003	18003	"Allen County, IN"
18005	18005	18005	"Bartholomew County, IN"
18007	18007	18007	"Benton County, IN"
18009	18009	18009	"Blackford County, IN"
18011	18011	18011	"Boone County, IN"
18013	18013	18013	"Brown County, IN"
18015	18015	18015	"Carroll County, IN"
18017	18017	18017	"Cass County, IN"
18019	18019	18019	"Clark County, IN"
18021	18021	18021	"Clay County, IN"
18023	18023	18023	"Clinton County, IN"
18025	18025	18025	"Crawford County, IN"
18027	18027	18027	"Daviess County, IN"
18029	18029	18029	"Dearborn County, IN"
18031	18031	18031	"Decatur County, IN"
18033	18033	18033	"DeKalb County, IN"
18035	18035	18035	"Delaware County, IN"
18037	18037	18037	"Dubois County, IN"
18039	18039	18039	"Elkhart County, IN"
18041	18041	18041	"Fayette County, IN"
18043	18043	18043	"Floyd County, IN"
18045	18045	18045	"Fountain County, IN"
18047	18047	18047	"Franklin County, IN"
18049	18049	18049	"Fulton County, IN"
18051	18051	18051	"Gibson County, IN"
18053	18053	18053	"Grant County, IN"
